session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5fe9faae4cfb7d4a6f44d0f9,5e8bbb3680cbf20986c677e1,APPROVED,2020-12-28 15:33:04.978000,2020-12-28 15:43:01.567000,596.589,23,316,0,100,2020-12-28 20:11:58.385000,66C39AD6,United States,United States,Full-Time,White,English,Italy,Male,No
5fe9fad38929f097fb17193b,5ed8cf4782a6eb04ddf9962d,APPROVED,2020-12-28 15:33:46.580000,2020-12-28 15:43:34.954000,588.374,27,256,0,100,2020-12-28 20:11:59.192000,66C39AD6,Hungary,United States,Full-Time,White,Hungarian,Hungary,Male,Yes
5fe9fc036bfb6392c2e5e2fc,5f049887e5751c71fc50ca45,APPROVED,2020-12-28 15:38:47.503000,2020-12-28 15:48:34.250000,586.747,22,145,1,100,2020-12-28 20:12:00.045000,66C39AD6,Kazakhstan,United States,Unemployed (and job seeking),White,Russian,Russian Federation,Male,No
5fe9fdb9fdb6e699c0f1f2db,5e2916b49a409c0d7160f318,APPROVED,2020-12-28 15:46:06.620000,2020-12-28 16:00:23.880000,857.26,22,103,0,100,2020-12-28 20:12:01.018000,66C39AD6,United States,United States,Part-Time,White,English,United States,Male,Yes
5fe9ffef99e7cf973aa7cd41,5e9865351fd0c20522d9d4aa,APPROVED,2020-12-28 15:55:32.888000,2020-12-28 15:59:01.747000,208.859,22,199,1,100,2020-12-28 20:12:01.980000,66C39AD6,United States,United States,Part-Time,White,English,United States,Male,Yes
5fea0015e9df3d18707d3dda,5c4b844bd8496e0001ede2bf,APPROVED,2020-12-28 15:56:08.358000,2020-12-28 16:02:00.627000,352.269,21,161,1,100,2020-12-28 20:12:02.936000,66C39AD6,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,Yes
5fea00ece5e631976d544057,5f8a2f266245d70e62db06da,APPROVED,2020-12-28 15:59:44.623000,2020-12-28 16:06:13.364000,388.741,26,171,1,100,2020-12-28 20:12:04.214000,66C39AD6,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea00f2957b614a7f48aebf,5d02436233ef7200190d44df,APPROVED,2020-12-28 15:59:50.159000,2020-12-28 16:21:56.209000,1326.05,21,306,0,100,2020-12-28 20:12:12.191000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,Yes
5fea035b88f0579952008092,5af7646de066a40001135ce2,APPROVED,2020-12-28 16:10:06.252000,2020-12-28 16:15:48.288000,342.036,27,778,2,100,2020-12-28 20:12:06.182000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea03cd705a1f4a9e3d3c9e,5ee22a55402f7d66a6f3d046,APPROVED,2020-12-28 16:12:00.032000,2020-12-28 16:16:22.657000,262.625,27,130,0,100,2020-12-28 20:12:06.979000,66C39AD6,United States,United States,Full-Time,White,English,Germany,Male,No
5fea03ea29db959a7ed86ade,5fc51f7e080d1b0009b46713,APPROVED,2020-12-28 16:12:26.423000,2020-12-28 16:18:02.466000,336.043,23,59,0,100,2020-12-28 20:12:08.033000,66C39AD6,United States,United States,Unemployed (and job seeking),White,,United States,Male,No
5fea040da35c0e4bd1188ebb,5f038dc85819b15b08840dfd,APPROVED,2020-12-28 16:13:05.302000,2020-12-28 16:24:26.926000,681.624,23,333,5,98,2020-12-28 20:12:08.892000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea0443b9b6094b6df36952,5cd393e40ced9200010b2e9c,APPROVED,2020-12-28 16:13:55.471000,2020-12-28 16:17:06.062000,190.591,27,551,10,95,2020-12-28 20:12:10.106000,66C39AD6,United States,United States,Unemployed (and job seeking),White,English,Italy,Male,No
5fea05dd0b03ab1916d4d105,5dd0b886f78cf2181e048152,TIMED-OUT,2020-12-28 16:20:49.903000,,335592.000823,28,234,0,100,,,United States,United States,DATA EXPIRED,White,Spanish,United States,Male,No
5fea062683f6af943ca1bd0b,5e3c5eb0ad15c30461bc0528,APPROVED,2020-12-28 16:22:03.096000,2020-12-28 16:27:48.215000,345.119,24,178,0,100,2020-12-28 20:12:11.504000,66C39AD6,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
5fea06a460d5fb4b205f9a83,5bf8898f6669ae000122e9ad,APPROVED,2020-12-28 16:27:50.615000,2020-12-28 16:34:45.219000,414.604,24,1007,0,100,2020-12-28 20:12:12.357000,66C39AD6,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
5fea06beb9b6094b6df3695c,5fe6c6d0d4f1e4025106537b,APPROVED,2020-12-28 16:24:37.039000,2020-12-28 16:32:49.216000,492.177,27,11,0,100,2020-12-28 20:12:13.241000,66C39AD6,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
5fea06c9f0b5ed4ca105f899,5fc943bdee0fb0401817c36f,APPROVED,2020-12-28 16:24:44.311000,2020-12-28 16:37:05.643000,741.332,28,49,0,100,2020-12-28 20:12:14.223000,66C39AD6,United States,,Part-Time,White,,United States,Male,No
5fea06e4b111169423d11dae,5cf1eed7a602eb0001e2e850,APPROVED,2020-12-28 16:25:10.543000,2020-12-28 16:28:54.318000,223.775,22,629,6,98,2020-12-28 20:12:14.937000,66C39AD6,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,Yes
5fea07018ac182947dd6a557,5fbd28543e58c106136711cf,APPROVED,2020-12-28 16:25:43.870000,2020-12-28 16:33:04.302000,440.432,25,43,0,100,2020-12-28 20:12:15.769000,66C39AD6,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,Yes
5fea087dc392159add086d3a,5f8b4cbe24be0026a11e6efa,APPROVED,2020-12-28 16:31:57.154000,2020-12-28 16:38:51.439000,414.285,27,166,1,100,2020-12-28 20:12:16.606000,66C39AD6,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea0a24957b614b77f20d9e,5c9567e99d4cac0011609746,APPROVED,2020-12-28 16:39:02.787000,2020-12-28 16:48:42.888000,580.101,21,410,1,100,2020-12-28 20:12:17.524000,66C39AD6,United States,United States,Part-Time,White,English,United States,Male,Yes
5fea0aaf238d4b4cd33ddc71,5fda9a007f51dd536d300125,APPROVED,2020-12-28 16:41:19.110000,2020-12-28 16:49:36.199000,497.089,26,36,0,100,2020-12-28 20:12:18.401000,66C39AD6,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea0ad5e9df3d1a5d7d8a41,5ec5da54eb1e2b6536710787,APPROVED,2020-12-28 16:42:00.289000,2020-12-28 16:45:01.238000,180.949,21,501,2,100,2020-12-28 20:12:19.239000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea0ae3c5f99b9ad16cb79b,5fe4bf29e7fadb2656b5b77b,APPROVED,2020-12-28 16:42:16.214000,2020-12-28 16:50:00.356000,464.142,20,6,0,100,2020-12-28 20:12:19.938000,66C39AD6,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,Yes
5fea0b0f7e067a957711217b,5fe35b1930cadf7ccf821107,APPROVED,2020-12-28 16:43:05.309000,2020-12-28 16:49:01.829000,356.52,21,10,0,100,2020-12-28 20:12:20.939000,66C39AD6,United States,United States,Full-Time,White,,United States,Male,Yes
5fea0b4d3803bb9aafa908af,5cbfd2c776a6810001fd29b2,APPROVED,2020-12-28 16:43:59.761000,2020-12-28 16:46:49.395000,169.634,27,380,4,99,2020-12-28 20:12:21.913000,66C39AD6,United States,United States,Full-Time,White,English,United Kingdom,Male,No
5fea0b7cebffe44d1f1b9bfc,5fe219f98d3c66531c44b17f,APPROVED,2020-12-28 16:44:47.881000,2020-12-28 16:49:07.655000,259.774,26,5,0,100,2020-12-28 20:12:22.499000,66C39AD6,Canada,United States,Unemployed (and job seeking),White,,Canada,Male,Yes
5fea0be48e8e874da0c5ba0b,5ddee8912e6c77e798b5882f,APPROVED,2020-12-28 16:46:31.911000,2020-12-28 16:50:42.665000,250.754,21,506,2,100,2020-12-28 20:12:23.240000,66C39AD6,United States,United States,Part-Time,White,English,United States,Male,Yes
5fea0c1750a71994f2b3af63,5d118de2c80b57001721f93e,APPROVED,2020-12-28 16:47:22.531000,2020-12-28 16:52:23.425000,300.894,27,410,5,97,2020-12-28 20:12:23.922000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,Yes
5fea0c710a5e7f9c7e804d60,5f49f3262a3d07563d14a7f1,APPROVED,2020-12-28 16:50:13.096000,2020-12-28 17:07:05.795000,1012.699,26,211,0,100,2020-12-28 20:12:24.738000,66C39AD6,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
5fea0cec559f439b86296312,5c745818d60d380001413364,APPROVED,2020-12-28 16:50:56.099000,2020-12-28 16:55:56.472000,300.373,28,623,4,99,2020-12-28 20:12:25.290000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,Yes
5fea0cedd92c4a19b42319ee,5f765a3c8a6ec010370c9cc1,APPROVED,2020-12-28 16:50:57.136000,2020-12-28 16:53:48.561000,171.425,21,192,1,100,2020-12-28 20:12:26.178000,66C39AD6,United States,United States,Other,White,DATA EXPIRED,United States,Male,No
5fea0d0c0c041e9a1d893d10,5ed1702b534bdc0c7d215298,APPROVED,2020-12-28 16:52:43.323000,2020-12-28 16:59:44.048000,420.725,24,252,2,100,2020-12-28 20:12:26.888000,66C39AD6,Ecuador,United States,Full-Time,White,Spanish,Ecuador,Male,No
5fea0d3c238d4b4d4e1db5fc,5c83374a1b699a00111c2e2d,APPROVED,2020-12-28 16:52:15.180000,2020-12-28 16:56:26.331000,251.151,27,756,7,99,2020-12-28 20:12:27.716000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea0d3ec2bdeb9c22810e62,5fada8e82900b41770c18ed4,APPROVED,2020-12-28 16:52:24.569000,2020-12-28 16:56:58.372000,273.803,22,79,0,100,2020-12-28 20:12:28.572000,66C39AD6,United States,United States,Part-Time,White,DATA EXPIRED,United States,Male,No
5fea0d43bb7b294c65735943,5e718c86686c0c0b7759f340,APPROVED,2020-12-28 16:52:39.487000,2020-12-28 16:56:17.220000,217.733,21,368,2,99,2020-12-28 20:12:29.361000,66C39AD6,United States,United States,Part-Time,White,English,United States,Male,Yes
5fea0d66416cba4b17857f62,5fa9dab94f9d9c26d3db5226,APPROVED,2020-12-28 16:52:57.010000,2020-12-28 16:59:10.792000,373.782,28,82,0,100,2020-12-28 20:12:30.111000,66C39AD6,United States,United States,Part-Time,White,DATA EXPIRED,United States,Male,No
5fea0d92e6b2819c8e600396,5cb5f1e080ba1c0001790399,RETURNED,2020-12-28 17:00:37.630000,,333208.953366,25,698,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fea0dabfef4d1961ae05338,5a2d792729374e0001420491,APPROVED,2020-12-28 16:54:06.200000,2020-12-28 16:58:06.342000,240.142,22,158,1,100,2020-12-28 20:12:31.019000,66C39AD6,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
5fea0de90b1a444d45562c86,5fb7c566c7bb9a076d15efa6,APPROVED,2020-12-28 16:55:09.690000,2020-12-28 16:57:52.193000,162.503,27,94,0,100,2020-12-28 20:12:31.764000,66C39AD6,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea0df40ad48b9b572c7c50,5eefffc64a6f612cce2f349d,APPROVED,2020-12-28 16:55:16.177000,2020-12-28 17:05:25.618000,609.441,27,422,4,99,2020-12-28 20:12:32.529000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea0e02eae5439be4f664d3,5fad7ffa18e27b0ec4ded65e,APPROVED,2020-12-28 16:55:40.763000,2020-12-28 17:00:42.652000,301.889,23,84,0,100,2020-12-28 20:12:33.274000,66C39AD6,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
5fea0e2ea4d8249af8aa2016,569cffa09e8363000c3087cd,APPROVED,2020-12-28 16:56:56.700000,2020-12-28 17:01:20.401000,263.701,26,2578,8,100,2020-12-28 20:12:34.267000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,Yes
5fea0e5ca53c579b21124711,5fe52eaae44df4323dd17de7,APPROVED,2020-12-28 16:57:05.518000,2020-12-28 17:06:19.214000,553.696,23,12,0,100,2020-12-28 20:12:34.995000,66C39AD6,United States,United States,Part-Time,White,,United States,Male,No
5fea0f1c2fd45c4da0ed5b31,5fc7f9f025a13f11003467f1,RETURNED,2020-12-28 17:00:39.921000,,333207.862355,26,48,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fea0f392c2ee64d554c8ea5,5bd4869946e2010001a10827,APPROVED,2020-12-28 17:00:44.583000,2020-12-28 17:06:18.144000,333.561,20,592,0,100,2020-12-28 20:12:35.606000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,Yes
5fea0f3ee7fadb9a9f3585b1,5f10e4279df7fd42944120f3,APPROVED,2020-12-28 17:00:58.178000,2020-12-28 17:15:18.462000,860.284,21,379,0,100,2020-12-28 20:12:36.496000,66C39AD6,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
5fea0f4ecb76979c62d5bfd8,5f62b0743dacf334bb69c4b0,APPROVED,2020-12-28 17:01:04.383000,2020-12-28 17:03:43.302000,158.919,25,152,0,100,2020-12-28 20:12:37.238000,66C39AD6,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea0f622178d19b05bdfa0a,5decaac46e09cf3792805023,APPROVED,2020-12-28 17:01:22.313000,2020-12-28 17:13:01.538000,699.225,26,782,2,100,2020-12-28 20:12:38.082000,66C39AD6,United States,United States,Unemployed (and job seeking),White,English,United States,Male,Yes
5fea0f6afd725a9d44a863b8,5fc56dbc2cd19d0b7c643d18,APPROVED,2020-12-28 17:01:33.511000,2020-12-28 17:09:16.902000,463.391,27,42,0,100,2020-12-28 20:12:39.028000,66C39AD6,Japan,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea0fbf3e41f71a7dd7ae25,5edd9c900d7fc4ac81863e5a,RETURNED,2020-12-28 17:13:00.172000,,332468.746821,19,128,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fea101abaa7c49d84ccf66d,5be205ca016f560001112fd1,APPROVED,2020-12-28 17:04:29.528000,2020-12-28 17:09:16.763000,287.235,24,413,3,99,2020-12-28 20:12:39.900000,66C39AD6,United States,United States,DATA EXPIRED,White,Spanish,United States,Male,Yes
5fea101e878eaa9b1d09f951,5fc592a21b535210ac2d42e0,APPROVED,2020-12-28 17:04:30.357000,2020-12-28 17:27:18.794000,1368.437,28,60,2,96,2020-12-28 20:12:40.728000,66C39AD6,Bosnia and Herzegovina,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea102fc392159bca31a901,5e9df5613feed4185ba408d2,APPROVED,2020-12-28 17:04:51.246000,2020-12-28 17:08:45.214000,233.968,26,133,0,100,2020-12-28 20:12:41.779000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea1063bb7b294cd88dfd23,5cbf40e256e0b40017a60d2f,APPROVED,2020-12-28 17:05:41.892000,2020-12-28 17:08:30.023000,168.131,22,203,2,99,2020-12-28 20:12:42.431000,66C39AD6,Canada,United States,Other,White,English,United States,Male,Yes
5fea106b9f4b9e9c409190df,57ac9e210493620001d3a277,APPROVED,2020-12-28 17:05:50.939000,2020-12-28 17:11:18.369000,327.43,24,557,2,100,2020-12-28 20:12:43.461000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea10e9238d4b4dc14612f7,5fda9cb4f243d4735b411fee,APPROVED,2020-12-28 17:07:59.632000,2020-12-28 17:23:24.747000,925.115,25,24,0,100,2020-12-28 20:12:44.114000,66C39AD6,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,Yes
5fea10f284b3a99be90727b4,5f03aea0f011a230a00814fd,APPROVED,2020-12-28 17:08:05.882000,2020-12-28 17:14:56.908000,411.026,22,175,0,100,2020-12-28 20:12:44.724000,66C39AD6,United States,United States,Other,White,English,United States,Male,No
5fea11272b11a44d17090389,5f4e7288cfb36504c24ea299,APPROVED,2020-12-28 17:08:58.174000,2020-12-28 17:10:24.216000,86.042,23,201,4,98,2020-12-28 20:12:45.621000,66C39AD6,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea11297b84d34e2b96aaa1,5eed22ef1537c7128cca6aaa,APPROVED,2020-12-28 17:09:03.737000,2020-12-28 17:15:10.993000,367.256,20,309,4,99,2020-12-28 20:12:46.247000,66C39AD6,United States,United States,Unemployed (and job seeking),White,English,United States,Male,Yes
5fea118c51f3a99b3df15944,5fc5a148185b5c12152a7633,APPROVED,2020-12-28 17:10:41.770000,2020-12-28 17:20:46.149000,604.379,26,23,0,100,2020-12-28 20:12:46.983000,66C39AD6,United States,United States,Unemployed (and job seeking),White,,Italy,Male,No
5fea11e2fd62fb97326afc09,5f480c726bf20b290a8e4bc3,APPROVED,2020-12-28 17:12:07.178000,2020-12-28 17:19:45.832000,458.654,27,238,0,100,2020-12-28 20:12:47.737000,66C39AD6,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
5fea12000a5e7f9d6a7f902b,5f8537000994cc2187ca8211,APPROVED,2020-12-28 17:12:34.733000,2020-12-28 17:17:58.908000,324.175,21,171,1,100,2020-12-28 20:12:48.514000,66C39AD6,United States,United States,Part-Time,White,DATA EXPIRED,United States,Male,Yes
5fea12068422b44d67f4af19,5b21259ce5cd900001125a0b,APPROVED,2020-12-28 17:12:37.959000,2020-12-28 17:20:30.440000,472.481,26,1116,0,100,2020-12-28 20:12:49.310000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea122988f0579b2ffc6a12,5f3b4e9c61c5b5864b78df00,APPROVED,2020-12-28 17:13:22.435000,2020-12-28 17:18:03.112000,280.677,27,64,1,99,2020-12-28 20:12:50.260000,66C39AD6,United States,United States,DATA EXPIRED,White,DATA EXPIRED,United States,Male,No
5fea124c8929f09ca719b7a5,5e35f76241d1cd5bcb858fca,RETURNED,2020-12-28 17:23:48.355000,,331823.091877,28,519,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fea125ae766bb9d54149660,5ed93122cee6c14a0f2d1e3e,APPROVED,2020-12-28 17:14:04.772000,2020-12-28 17:21:58.513000,473.741,22,437,0,100,2020-12-28 20:12:51.129000,66C39AD6,United States,United States,Other,White,English,United States,Male,Yes
5fea13542f56714d37115216,5db5607623f23a000a9bc0ca,APPROVED,2020-12-28 17:18:16.185000,2020-12-28 17:33:15.273000,899.088,28,842,6,99,2020-12-28 20:12:51.774000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea1368ad6c6d4db6eebbcb,5fdbe8ade7a1d20ae29b5fd8,APPROVED,2020-12-28 17:18:41.940000,2020-12-28 17:24:00.486000,318.546,21,16,0,100,2020-12-28 20:12:52.417000,66C39AD6,United States,United States,Unemployed (and job seeking),White,,United States,Male,Yes
5fea136e1976289c6a62bd4b,5f667e8af6f47c26c553f361,APPROVED,2020-12-28 17:18:49.178000,2020-12-28 17:23:03.681000,254.503,28,189,0,100,2020-12-28 20:12:53.323000,66C39AD6,United States,United States,Other,White,DATA EXPIRED,United States,Male,No
5fea1407c64c969d17c2536d,5e935ec0ba38620009a3b0d8,APPROVED,2020-12-28 17:21:47.345000,2020-12-28 17:24:47.918000,180.573,27,606,0,100,2020-12-28 20:12:54.194000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea1446d1340c9d93bb3f45,5d3111ed96d003001a2383e2,APPROVED,2020-12-28 17:22:16.731000,2020-12-28 17:27:26.263000,309.532,26,492,1,100,2020-12-28 20:12:54.774000,66C39AD6,United States,United States,Full-Time,White,English,United States,Male,No
5fea14535161779763e78ba3,5fb5d0347bcf111b3f1e7720,APPROVED,2020-12-28 17:22:30.399000,2020-12-28 17:31:36.818000,546.419,23,61,1,100,2020-12-28 20:12:55.640000,66C39AD6,United States,United States,Part-Time,White,DATA EXPIRED,United States,Male,No
5fea148c7e067a96d4cb1ebe,5efc877628ca7903813f9bb8,APPROVED,2020-12-28 17:23:24.640000,2020-12-28 17:27:21.819000,237.179,21,108,1,100,2020-12-28 20:12:56.321000,66C39AD6,United States,United States,Other,White,English,United States,Male,Yes
5fea14a42b78a596fb5754f9,5fc934a8984e2538827e16c0,APPROVED,2020-12-28 17:23:48.756000,2020-12-28 17:37:01.979000,793.223,23,52,0,100,2020-12-28 20:12:57.190000,66C39AD6,United States,United States,Unemployed (and job seeking),White,,United States,Male,Yes
5fea14dffd62fb97326afc12,5f0527d40807f31c712153eb,APPROVED,2020-12-28 17:25:09.829000,2020-12-28 17:35:29.957000,620.128,20,356,4,99,2020-12-28 20:12:57.777000,66C39AD6,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
5fea1527116bbf9648b7d917,5fc6ade565811e000cc4e041,APPROVED,2020-12-28 17:26:03.543000,2020-12-28 17:30:57.033000,293.49,27,79,1,99,2020-12-28 20:12:58.616000,66C39AD6,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
5fea156a3cc53c9ae70880f1,5fe08ca304a1df9ba476db62,APPROVED,2020-12-28 17:27:10.050000,2020-12-28 17:32:49.736000,339.686,24,12,1,96,2020-12-28 20:12:59.210000,66C39AD6,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,,United States,Male,Yes
5fea1575539a389cd7444bda,5fe92ddcadaa09856772443f,APPROVED,2020-12-28 17:27:20.587000,2020-12-28 17:35:16.605000,476.018,24,8,0,100,2020-12-28 20:13:00.067000,66C39AD6,United States,,Unemployed (and job seeking),White,,United States,Male,Yes
5fea15962c2ee64ebc7d12b9,5aad4633fb22320001ba9d36,APPROVED,2020-12-28 17:27:50.138000,2020-12-28 17:36:25.114000,514.976,27,223,0,100,2020-12-28 20:13:00.703000,66C39AD6,Iran,United States,Full-Time,White,English,United States,Male,Yes
5fea15be5312ca9a99b99664,5e77debe42409d356a79c82a,APPROVED,2020-12-28 17:28:59.050000,2020-12-28 17:39:53.665000,654.615,26,489,1,100,2020-12-28 20:13:01.321000,66C39AD6,United States,United States,Part-Time,White,English,United States,Male,No
5fea1623f4e2339cd04d7a13,5e52a0d243a1fb2b20e46cd7,APPROVED,2020-12-28 17:30:24.404000,2020-12-28 17:34:03.503000,219.099,22,181,1,100,2020-12-28 20:13:02.145000,66C39AD6,United States,United States,Part-Time,White,English,United States,Male,No
5fe9fbd5a4d8249894ad274f,5eadb7d9d16b5346df18f6bd,RETURNED,2020-12-28 15:37:57.475000,,338177.139044,22,103,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fe9fd82c9707d946adefb8f,5f9310b5c848c0098b27db59,APPROVED,2020-12-28 15:45:10.511000,2020-12-28 15:52:19.987000,429.476,28,147,3,98,2020-12-28 20:13:03.172000,66C39AD6,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
5fe9ffd5c5f99b9803656f42,5fe9a982173bfb40ff87c99e,APPROVED,2020-12-28 16:01:04.564000,2020-12-28 16:13:15.784000,731.22,27,9,0,100,2020-12-28 20:13:03.688000,66C39AD6,United States,,,Black,,United States,Male,
5fea03e1b890b14ae644e14a,5eb960c022781303ab1ca871,APPROVED,2020-12-28 16:12:19.457000,2020-12-28 16:19:34.482000,435.025,24,267,1,100,2020-12-28 20:13:04.542000,66C39AD6,United States,United States,Due to start a new job within the next month,Black,English,United States,Male,No
5fea075f0d786d4b1087bef0,5c7c73b6f48c6d0001f6f49c,APPROVED,2020-12-28 16:37:01.964000,2020-12-28 16:56:54.330000,1192.366,26,887,0,100,2020-12-28 20:13:05.438000,66C39AD6,United States,United States,Full-Time,Black,English,United States,Male,Yes
5fea07d2b0feb89a5afc5e18,5fda8f4d90a613718a9ad57e,APPROVED,2020-12-28 16:29:15.615000,2020-12-28 16:34:42.557000,326.942,25,21,0,100,2020-12-28 20:13:06.314000,66C39AD6,United States,,,Black,,United States,Male,
5fea07d3b890b14a7313e01e,5fe7b11c60d5fb17c6b171e7,APPROVED,2020-12-28 16:29:52.032000,2020-12-28 16:40:31.199000,639.167,28,10,0,100,2020-12-28 20:13:06.988000,66C39AD6,United States,,,Black,,United States,Male,
5fea08dca4feb09919de5323,5fdadf9f89505358e91ee7a8,APPROVED,2020-12-28 16:33:37.705000,2020-12-28 16:39:14.688000,336.983,28,15,0,100,2020-12-28 20:13:07.834000,66C39AD6,United States,United States,Full-Time,Black,,United States,Male,No
5fea0969fd62fb95ca128a44,5ac4c730f69e940001d977e1,APPROVED,2020-12-28 16:35:56.264000,2020-12-28 16:41:18.613000,322.349,26,1262,5,100,2020-12-28 20:13:08.571000,66C39AD6,United States,United States,Full-Time,Black,English,United States,Male,Yes
5fea0a1cbd6f239b09f8378c,5f8de647cd69f416a7bf3f3b,APPROVED,2020-12-28 16:38:59.810000,2020-12-28 16:50:45.750000,705.94,20,12,0,100,2020-12-28 20:13:09.308000,66C39AD6,United States,,,Black,,United States,Male,Yes
5fea0a9888f0579abc1ef34d,5fbecc1233812d000a94a7c3,APPROVED,2020-12-28 16:42:51.912000,2020-12-28 16:56:45.344000,833.432,28,24,0,100,2020-12-28 20:13:10.219000,66C39AD6,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,No
5fea0cf6baa7c49d0e8021b3,5f99ffc73de0c0079c00bd00,APPROVED,2020-12-28 16:51:07.984000,2020-12-28 16:57:42.623000,394.639,23,30,0,100,2020-12-28 20:13:10.872000,66C39AD6,Ethiopia,United States,Full-Time,Black,,Ethiopia,Male,Yes
5fea0f48cd5d984cd1c74223,5f99598bc2b1470009fbc8fd,APPROVED,2020-12-28 17:01:08.525000,2020-12-28 17:24:49.118000,1420.593,28,137,0,100,2020-12-28 20:13:11.680000,66C39AD6,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
5fea0f6e5ce3ae4c34f9a1c0,5f811a275f38f61caeed5a27,APPROVED,2020-12-28 17:01:34.090000,2020-12-28 17:06:39.868000,305.778,21,137,0,100,2020-12-28 20:13:12.524000,66C39AD6,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,Yes
5fea100b0b1a444e32d4282c,5f491f40c53d36421f2a6bf5,APPROVED,2020-12-28 17:04:17.526000,2020-12-28 17:12:14.203000,476.677,21,133,3,99,2020-12-28 20:13:13.320000,66C39AD6,Jamaica,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,No
5fea104b83f6af952ae793b5,5fda9d7e39b731531f5227ff,APPROVED,2020-12-28 17:05:40.141000,2020-12-28 17:40:36.982000,2096.841,26,26,0,100,2020-12-28 20:13:14.174000,66C39AD6,United States,,,Black,,United States,Male,
5fea11f204a1df9a93a0ef4f,5f533cca31bf350009c01ac1,APPROVED,2020-12-28 17:12:22.355000,2020-12-28 17:22:14.856000,592.501,27,257,0,100,2020-12-28 20:13:15.085000,66C39AD6,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,No
